Barcode,ISBN,Resource Type,Section,Title,Author,Status,# times Checked Out,Accession Date
235597,9781910411346,Books,Young Adult,A Lonely Note,"Stevens, Kevin",,0,12/12/2020
14437,0312113897,Books,Hardcover fict,A Long Walk Up the Water Slide,"Winslow, Don",,2,4/6/2016
1874,9781573223027,Books,Hardcover fict,A Long Way Down,"Hornby, Nick",,3,9/24/2015
2898,0141303522,Books,Young Adult,A Long Way From Chicago,"Peck, Richard",,0,9/22/2015
234730,9781438900513,Books,Short Stories,A Long Way Home,"Haight, Frederic",,0,11/14/2015
2332,9784770023247,Books,Hardcover fict,A Lost Paradise,"Watanabe, Junichi",,0,9/30/2015
17419,9781569473412,Books,Fiction,A Loyal Character Dancer,"Xiaolong, Qiu",,2,3/25/2017
16157,,DVDs,DVD,A Lucky Day,,,1,12/9/2016
4392,9780330355674,Books,Non-fiction,"A Mad World, My Masters","Simpson, John",,1,10/2/2015
17833,9781250031525,Books,Non-fiction,A Magnificent Obsession,"Rappaport, Helen",,4,5/31/2017
14421,0312963580,Books,Fiction,A Man Lay Dead,"Marsh, Ngaio",,6,4/23/2016
2252,,Books,Fiction,A Map of the World,"Hamilton, Jane",,2,9/24/2015
8970,9780312933548,Books,Fiction,A Matter of Honor,"Archer, Jeffrey",,1,11/12/2015
2137,9780061764981,Books,Fiction,A Matter Of Justice,"Todd, Charles",,3,9/29/2015
17412,0140168265,Books,Fiction,A Matter of Life and Sex,"Moore, Oscar",,0,3/25/2017
1789,9780307264237,Books,Hardcover fict,A Mercy,"Morrison, Toni",,1,9/28/2015
13538,,DVDs,DVD,A Midsummer Night's Dream,,,3,12/15/2015
20990,9780835914079,Books,Young Adult,A Midsummer's Night Dream,FEARON,,0,7/10/2018
13546,,DVDs,DVD,A Mighty Heart,,,4,12/15/2015
5774,9780307276902,Books,Non-fiction,A Million Little Pieces,"Frey, James",,2,10/24/2015
10772,9781400095599,Books,Fiction,A Million Nightingales,"Straight, Susan",,2,12/11/2015
21285,9780545791762,Books,Young Adult,A Million Ways Home,"Winget, Dianna Dorisi",,1,9/17/2018
2713,0439192692,Books,child 400,"A Mink, A Fink, A Skating Rink","Cleary, Brian P.",,0,10/5/2015
10682,9780312427375,Books,Fiction,A Monstrous Regiment of Women,"King, Laurie R.",,2,12/2/2015
9506,0394495519,Books,Hardcover fict,A Month of Sundays,"Updike, John",,0,12/11/2015
1564,9780755320493,Books,Hardcover fict,A Mortal Curiosity,"Granger, Ann",,1,9/24/2015
300778,9780143192206,Books,Fiction,A Most Wanted Man,"Carre, John Le",,6,12/2/2015
235708,,Books,Non-fiction,A Moveable Feast,"Hemingway, Ernest",,0,12/11/2020
1438,9780399156281,Books,Hardcover fict,A Murderous Procession,"Franklin, Ariana",,2,9/21/2015
14939,9781250054630,Books,Fiction,A Nasty Piece of Work,"Littell, Robert",,5,6/1/2016
1076,9781877727733,Books,Short Stories,A Necklace Of Words,"Allende, Isabel",,0,9/18/2015
20748,0663461138,Books,child 300,"A New Day, Level 5","Pearson, David P.",,0,6/25/2018
586,0844270881,Books,2nd language re,A New Reference,"Butt, John",,3,2/4/2016
5990,9780199538492,Books,Fiction,A Pair of Blue Eyes,"Hardy, Thomas",,2,11/28/2015
4109,9780143118077,Books,Non-fiction,A Paradise Built In Hell,"Solnit, Rebecca",,2,10/19/2015
8689,9781846552939,Books,Fiction,A PARTISAN'S DAUGHTER.,"Bernieres, Louis. de",,2,11/14/2015
17403,0823001024,Books,Non-fiction,A Passion for Watercolor,"Draughon, Stefan",,2,3/24/2017
6543,9780061718878,Books,Non-fiction,A Pearl in the Storm,"McClure, Tori Murden",,0,11/3/2015
5675,9780140292015,Books,Non-fiction,A People's History Of The Supreme Court,"Irons, Peter",,0,10/24/2015
8540,9780060838652,Books,Non-fiction,A People's History of the United States,"Zinn, Howard",,1,11/13/2015
19954,9780712673273,Books,Non-fiction,A People's Tragedy,"Figes, Orlando",,1,1/31/2018
18696,0755377583,Books,Fiction,A Perfect Heritage,"Vincenzi, Penny",,0,9/20/2017
15883,9780060522766,Books,Judd Dolle,A Perfect Red,"Greenfield, Amy Butler",,3,9/12/2015
20571,0895775255,Books,Short Stories,A Perry Mason Casebook,"Gardner, Erle Stanley",,2,5/28/2018
3558,0823408574,Books,child 900,A Picture Book of Christopher Columbus,"Adler, David A.",,1,3/5/2016
234793,0449223345,Books,Non-fiction,A Pirate Looks at Fifty,"Buffett, Jimmy",,1,11/7/2015
14543,9780007198917,Books,Fiction,A Place Called Here,"AHERN, CECELIA",,1,4/13/2016
22692,,DVDs,DVD,A Place in the Sun,,,1,3/25/2017
22121,9780006512639,Books,Fiction,A Place Of Execution,"McDermid, Val",,0,12/23/2018
15635,9780739343760,Audiobooks,Audiobooks,A Place of Hiding,"George, Elizabeth",,2,8/22/2016
95,0553578138,Books,Fiction,A Place To Call Home,"Smith, Deborah",,1,9/11/2015
7589,9780385661799,Books,Non-fiction,A Place Within,"Vassanji, M.G.",,3,11/7/2015
11630,9780451228321,Books,Fiction,A Plague of Secrets,"Lescroart, John",,7,12/2/2015
18023,0590319701,Books,pic. books pape,A Pocket for Corduroy,"Freeman, Don",,0,6/19/2017
3166,0439425298,Books,child 800,A Poke In The I,"Janeczko, Paul B",,0,10/5/2015
14644,,Books,Fiction,A Portrait of the Artist as a Young Man,"Joyce, James",,2,6/29/2016
6493,9780241137888,Books,Non-fiction,A Positively Final Appearance,"Guinness, Alec",,0,11/3/2015
234961,0586045694,Books,Non-fiction,A Postillion Struck by Lightning,"Bogarde, Dirk",,0,3/21/2020
10788,9780676974034,Books,Fiction,A Prayer for Owen Meany,"Irving, John",,3,12/1/2015
14587,,Books,Judd Dolle,A Preliminary Study of the Ruins of Coba,"Thompson, J E et al",,0,4/6/2016
15083,,Books,Non-fiction,A Primer of Freudian Psychology,"Hall, Calvin S.",,0,10/2/2015
6290,0312330847,Books,Non-fiction,A Prison Diary,"Archer, Jeffrey",,1,10/21/2015
21056,9780330418850,Books,Non-fiction,A Prison Diary Volume III,"Archer, Jeffrey",,0,7/11/2018
19225,9780312379292,Books,Fiction,A Prisoner of Birth,"Archer, Jeffrey",,0,6/10/2017
17695,9781400079438,Books,Fiction,A Private Hotel Gentle Ladies,"Cooney, Ellen",,0,3/8/2017
11878,9780752877136,Books,Fiction,A Question of Blood,"Rankin, Ian",,5,12/8/2015
8971,9780006478669,Books,Fiction,A Quiver Full of Arrows,"Archer, Jeffrey",,1,11/12/2015
19932,0140298576,Books,Fiction,"A Rag, A Bone, And A Hank Of Hair","Gash, Jonathan",,1,3/10/2018
7547,9780393320398,Books,Non-fiction,A Rage to Live,"Lovell, Mary S.",,0,11/10/2015
15614,9781612504605,Books,Non-fiction,A Reason to Read,"Landay, Eileen",,0,8/18/2016
1507,1400063043,Books,Hardcover fict,A Redbird Christmas,"Flagg, Fannie",,1,9/21/2015
4394,9780345411037,Books,Non-fiction,A Reporter's Life,"Cronkite, Walter",,1,10/2/2015
11010,9781585000876,Books,Fiction,A Ride on the Trojan Horse,"Miller, Loretta Scott",,0,12/4/2015
7802,,Books,Short Stories,A River Runs Through It,"Maclean, Norman",,0,11/14/2015
10942,9780679752479,Books,Fiction,A River Sutra,"Mehta, Gita",,0,12/3/2015
16541,9781566191449,Books,Fiction,A Room With a View,"Forster, E. M.",,1,12/14/2016
300029,9780312614164,Books,Fiction,A Rule Against Murder,"Penny, Louise",,20,12/7/2015
16499,9780316059961,Books,Hardcover fict,A Salty Piece of Land,"Buffett, Jimmy",,2,11/18/2015
906,039914921X,Books,Fiction,A Santo In The Image Of Cristobal Garcia,"Collignon, Rick",,0,9/18/2015
18491,0021217106,Books,child adv. read,A Second Look,"Smith, Carl B.",,1,8/18/2017
14925,9781607515005,Books,Young Adult,A Secret Edge,"Reardon, Robin",,0,6/1/2016
4688,9780152051280,Books,Young Adult,A Sending Of Dragons,"Yolen, Jane",,0,9/30/2015
15370,9781840221213,Books,Fiction,A Sentimental Education,"Flaubert, Gustave",,2,8/26/2016
11376,9780446581653,Books,Fiction,A Separate Country,"Hicks, Robert",,4,11/28/2015
10964,9780743253970,Books,Fiction,A Separate Peace,"Knowles, John",,0,12/2/2015
234084,9780399576119,Books,Fiction,A Separation,"Kitamura, Katie",,1,6/11/2018
933,,Books,Judd Dolle,A Short History of Mexico,"McHenry, Patrick",,0,1/5/2016
18315,0385408188,Books,Non-fiction,A short history of nearly everything,"Bryson, Bill",,6,8/2/2017
3380,0143036742,Books,Fiction,A Short History of Tractors in Ukrainian,"Lewycka, Marina",,1,3/8/2016
10141,0688001297,Books,Non-fiction,A Short History of World War I,"Stokesbury, James L.",,3,11/11/2015
18338,0140231307,Books,Non-fiction,A short walk from Harrods,"Bogarde, Dirk",,1,8/2/2017
18398,9780440235446,Books,Fiction,A Sight for Sore Eyes,"Rendell, Ruth",,6,12/9/2015
23341,9780062883490,Books,Fiction,A simple favor,"Bell, Darcey",,2,4/10/2019
1086,9780060928698,Books,Fiction,A Simple Habana Melody,"Hijuelos, Oscar",,0,9/21/2015
11917,0312952716,Books,Fiction,A Simple Plan,"Smith, Scott B.",,2,12/10/2015
4134,0440418518,Books,Young Adult,A Single Shard,"Park, Linda Sue",,2,9/28/2015
21387,9781416594956,Books,Fiction,A Singular Destiny,"DeCandido, Keith R. A.",,0,10/15/2018
8296,9780330338189,Books,Non-fiction,A Small Place in Italy,"Newby, Eric",,1,3/23/2016
5731,9781554684915,Books,Non-fiction,A Soldier First,"Hillier, Rick",,1,10/24/2015
17831,9781593150181,Books,Hardcover fict,A Son Called Gabriel,"McNicholl, Damian",,3,5/30/2017
4359,9780439701242,Books,child adv. read,A Special Friend,"Chapman, Linda",,2,9/23/2015
10604,9780099415381,Books,Fiction,A Special Relationship,"KENNEDY, DOUGLAS",,3,12/2/2015
10416,9780375760891,Books,Fiction,A Spectacle of Corruption,"Liss, David",,1,12/2/2015
1722,9780385662437,Books,,A Spot Of Bother,"Haddon, Mark",,5,9/24/2015
11443,9780140294767,Books,Fiction,A Spy By Nature,"Cummings, Charles",,1,11/21/2015
1948,9780752838601,Books,Fiction,A SPY's LIFE,"Porter, Henry",,2,9/29/2015
21561,9780380720477,Books,Fiction,A Stained White Radiance,"Burke, James Lee",,0,11/12/2018
17077,,DVDs,DVD,a star is born,,,0,5/12/2017
16909,0142500275,Books,Young Adult,A Step From Heaven,"Na, An",,2,4/19/2016
20647,9780553573428,Books,Fantasy,A Storm of Swords,"Martin, George R. R.",,2,12/9/2015
5340,,Books,Holidays,A Story A Day 'Til Christmas,"Roloff, Nan",,4,10/22/2015
8368,9780156852616,Books,Fiction,A Story Like the Wind,"Post, Laurens van der",,3,7/18/2016
9307,9780312616953,Books,Fiction,A Stranger in Mayfair,"Finch, Charles",,1,11/24/2015
21924,9780006493181,Books,Fiction,A Stranger In Their Midst,"Delaney, Frank",,2,12/16/2018
18831,9781444737110,Books,Non-fiction,A Street Cat Named Bob,"Bowen, James",,3,10/11/2017
4017,9780789434265,Books,child 900,A Street Through Time,"Millard, Anne",,5,10/3/2015
18830,425028380,Books,Fiction,A study in scarlet and The sign of four,"Doyle, A. Conan",,1,10/11/2017
7537,0517179415,Books,Judd Dolle,A Study of History,"Toynbee, Arnold",,0,11/11/2015
12239,9780060786526,Books,Fiction,A Suitable Boy,"Seth, Vikram",,1,12/9/2015
20269,9780140075922,Books,Fiction,A Suitable Case For Corruption,"Lewis, Norman",,0,4/9/2018
17846,9781582701608,Books,Hardcover Fict,A Survival Guide for Landlocked Mermaids,"Datz, Margot",,3,2/10/2016
20411,9780733623257,Books,Non-fiction,A Swag Of Memories,,,1,4/27/2018
16533,9780743296793,Books,Fiction,A Sweet Scent of Death,"Arriaga, Guillermo",,1,1/11/2017
14921,9780849908163,Books,Non-fiction,A Table in the Presence,"Cash, LT. Carey H.",,0,6/1/2016
300376,9780143124870,Books,Fiction,A Tale for the Time Being,"Ozeki, Ruth",,11,2/9/2016
7510,9780156032520,Books,Young Adult,A Tale of Love and Darkness,"Oz, Amos",,2,11/11/2015
16818,0141309334,Books,Fiction,**A TALE OF TWO CITIES,"Dickens, Charles",,4,1/27/2017
14876,048641776x,Books,large print,A Tale of Two Cities,"Dickens, Charles",,1,5/21/2016
11119,9781556702280,Books,pic. books hard,A Tale of Two Rats,"Lager, Claude",,3,1/12/2016
3855,9780962121999,Books,Young Adult,A Talking Owl Is Worth A Thousand Words,Esther,,0,9/23/2015
235538,,Books,Fiction,A Tan and Sandy Silence,"MacDonald, John D.",,0,12/11/2020
22406,9780752873718,Books,Fiction,A Tangled Summer,"Kington, Caroline",,1,1/22/2019
11530,9780312426514,Books,Fiction,A Taxonomy of Barnacles,"Niederhoffer, Galt",,2,12/4/2015
21582,9780061242847,Books,Fiction,A Test Of Wills,"Todd, Charles",,2,11/26/2018
14072,0061000043,Books,Fiction,A Thief of Time,"Hillerman, Tony",,3,3/30/2016
21459,9780553571882,Books,Fiction,A Thin Dark Line,"Hoag, Tami",,1,10/27/2018
16637,9780449907481,Books,,A Thousand Acres,"Smiley, Jane",,2,1/16/2017
5114,9780064431576,Books,pic. books pape,A Three Hat Day,"Geringer, Laura",,2,11/21/2015
22538,9780688151577,Books,Non-fiction,A Time For Trumpets,"MacDonald, Charles B.",,1,1/28/2019
9861,0140049479,Books,Non-fiction,A Time of Gifts,"Fermor, Patrick Leigh",,0,11/11/2015
235613,,Books,Fiction,A Time to Love and a Time to Die,"Remarque, Erich Maria",,0,12/11/2020
22466,9780718156053,Books,Fiction,A Tiny Bit Marvellous,"French, Dawn",,3,1/18/2019
5271,1554702445,Books,Child B.C.,A To Z Of Animals,,,2,10/14/2015
711,9780974530901,Books,Fiction,A Tourist In The Yucatan,"Brumfield, James McNay",,0,9/18/2015
1126,9780304359981,Books,Judd Dolle,A Traveller's History Of Mexico,"Pearce, Kenneth",,4,9/16/2015
4497,0880299436,Books,Young Adult,A Treasury Of Hans Christian Anderson,"Andersen, Hans Christian",,4,9/23/2015
12268,0312980663,Books,Fiction,A Twist at The End,"Saylor, Steven",,2,12/9/2015
234120,9780312537937,Books,Non-fiction,A twisted faith,"Olsen, Gregg.",,0,12/13/2019
12372,9780375726170,Books,Non-fiction,A Venetian Affair,"Robilant, Andrea Di",,1,12/9/2015
21940,9780452272972,Books,Fiction,A Very Long Engagement,"Japrisot, Sebastien",,1,12/1/2015
2119,9781933397948,Books,Young Adult,A Very Private Enterprise,"Ironside, Elizabeth",,0,9/23/2015
21942,9780143005599,Books,Non-fiction,A Very Short History Of The World,"Blainey, Geoffrey",,1,12/16/2018
867,,Books,Judd Dolle,A Village That Chose Progress,"Redfield, Robert",,3,9/12/2015
5365,9780140431995,Books,Non-fiction,A Vindication Of The Rights Of Woman,"Wollstonecraft, Mary",,0,10/23/2015
15541,9780440501091,Books,Hardcover fict,A Vision of Light,"Riley, Judith Merkle",,0,9/17/2016
20113,9780307477477,Books,Fiction,A Visit from the Goon Squad,"Egan, Jennifer",,2,11/16/2016
3168,0152938230,Books,child 800,A Visit To William Blake's Inn,"Willard, Nancy",,0,10/5/2015
10182,9780060959555,Books,Non-fiction,A Walk Across America,"Jenkins, Peter",,0,11/11/2015
8728,9781857993028,Books,Fiction,A Walk Among the Tombstones  [Paperback],"BLOCK, LAWRENCE",,2,11/16/2015
12452,0446608955,Books,Fiction,A Walk to Remember,"Sparks, Nicholas",,1,12/10/2015
19017,9780440246312,Books,Fiction,A Wanted Man,"Child, Lee",,8,11/8/2017
455,9780813333878,Books,Judd Dolle,A War Of Witches,"Knab, Timothy",,0,9/8/2015
3328,9780316154512,Books,Fiction,A Wedding in December,"Shreve, Anita",,1,3/3/2016
9248,9780307476623,Books,Fiction,A Week in December,"Faulks, Sebastian",,1,11/23/2015
4178,0440487617,Books,child adv. read,A Wind In The Door,"L'Engle, Madeleine",,1,9/24/2015
19649,9780312425661,Books,Fiction,A Window In Copacabana,"Garcia-Roza, Luiz Alfredo",,4,1/31/2018
1398,006621341x,Books,Hardcover fict,A Woman Betrayed,"Delinsky, Barbara",,4,9/19/2015
19291,9780753455470,Books,Young Adult,A World Of Poetry,"Rosen, Selected by Michael",,2,12/5/2017
21947,9780571215256,Books,Non-fiction,A Writer's World,"Morris, Professor Jan",,1,12/16/2018
6544,9781400033171,Books,Non-fiction,A Year at the Races,"Smiley, Jane",,0,11/3/2015
234602,9780679731146,Books,Non-fiction,A Year In Provence,"Mayle, Peter",,2,8/29/2015
7664,9781582346175,Books,Non-fiction,A Year in the Merde,"Clarke, Stephen",,9,11/10/2015
16692,9780755390922,Books,Fiction,A Year of Marvellous Ways,"Winman, Sarah",,2,1/18/2017
17689,9780060294649,Books,child 200,A Young Child's Bible,"Gilles-Sebaoun, Elisabeth",,0,3/31/2017
5453,0439274621,Books,Children,"A, My Name Is--","Lyne, Alice",,4,10/14/2015
235907,9780778324553,Books,Fiction,Abandon,"Neggers, Carla.",,0,2/19/2020
19888,0914641060,Books,Non-fiction,Abandoned,"Adams, William D.",,0,3/28/2018
20890,9780060596385,Books,Fiction,Abarat,"Barker, Clive",,1,7/2/2018
14677,0439362148,Books,child inter rea,"Abby Cadabra, Super Speller","Holub, Joan",,2,5/7/2016
6505,9780671619824,Books,Non-fiction,"ABCs of chess, The","Pandolfini, Bruce.",,1,11/3/2015
10890,042517736X,Books,Fiction,Abduction,"Cook, Robin",,1,11/21/2015
4173,043984777x,Books,Young Adult,"Abduction, The","Korman, Gordon.",,0,9/24/2015
5135,9780590875813,Books,child 900,Abe Lincoln,"Jones, Lynda",,2,12/10/2016
4555,0156026155,Books,Young Adult,Abe Lincoln Grows Up,"Sandburg, Carl",,0,9/29/2015
14660,1400062071,Books,Hardcover fict,Abide with Me,"Strout, Elizabeth",,6,6/25/2016
3651,0064442810,Books,child inter rea,Abigail Takes the Wheel,Avi,,1,5/7/2016
234634,9780439813860,Books,child inter rea,"Abigail, The Breeze Fairy","Meadows, Daisy.",,0,2/21/2020
4061,0590427202,Books,pic. books pape,**Abiyoyo,"Seeger, Pete",,1,10/5/2015
18562,0590568752,Books,child adv. read,"Abominable Snowman Of Pasadena, The","Stine, R. L.",,2,8/18/2017
7454,0730101991,Books,Non-fiction,Aboriginal Fables And Legendary Tales,"Reed, A.W.",,1,10/27/2015
7450,0730102009,Books,Non-fiction,Aboriginal Legends,"Reed, A.W.",,1,10/27/2015
234586,1573227331,Books,Fiction,About A Boy,"Hornby, Nick",,1,1/27/2020
300779,9780821770207,Books,Fiction,About face,"Michaels, Fern.",,2,1/5/2016
22753,9780802118967,Books,Hardcover fict,**About Face,"Leon, Donna.",,9,9/25/2015
16519,,DVDs,DVD,About Schmidt,,,1,12/9/2016
22150,9780743483759,Books,Fiction,Above Suspicion,"la Plante, Lynda",,5,12/28/2018
20627,,Books,Non-fiction,Abraham Lincoln,"Sandburg, Carl",,0,6/19/2018
235509,,Books,Non-fiction,Abraham Lincoln,"Sandburg, Carl",,0,12/11/2020
235514,,Books,Non-fiction,Abraham Lincoln,"Sandburg, Carl",,0,12/11/2020
16408,039471785,Books,Fiction,"Absalom, Absalom","Faulkner, William",,1,1/11/2017
22707,9780872865310,Books,Fiction,Absence Of The Hero,"Bukowski, Charles.",,4,11/8/2017
20077,9780821779361,Books,Fiction,Absolute Fear,"Jackson, Lisa",,1,2/3/2018
235823,0143016946,Books,Fiction,Absolute Friends,"CarrÈ, John le",,1,2/9/2020
12634,9780679412069,Books,Fiction,Absolute Truths,"Howatch, Susan",,1,12/21/2015
20319,9780812971675,Books,Fiction,Absurdistan,"Shteyngart, Gary",,0,4/16/2018
234852,9780142410707,Books,Fiction,"Abundance Of Katherines, An","Green, John , 1977-",,1,3/14/2020
13720,9780684841274,Books,Non-fiction,Abuse of power,"Kutler, Stanley I.",,1,12/7/2015
19474,,DVDs,DVD,"Abyss, The",,,1,12/30/2017
21321,9780425151860,Books,Fiction,Acceptable Risk,"Cook, Robin",,0,10/6/2018
9588,9780812977080,Books,Fiction,"Accidental American, An","Carr, Alex.",,0,11/18/2015
235288,9781476794747,Books,Fiction,"Accidental Empress, The","Pataki, Allison , author.",,1,11/5/2020
840,9781594200557,Books,Judd Dolle,"Accidental Masterpiece, The","Kimmelman, Michael.",,0,9/12/2015
19728,0743204700,Books,Fiction,"Accidental Woman, An","Delinsky, Barbara.",,0,3/21/2018
1723,9780312421021,Books,Fiction,Accidents In The Home,"Hadley, Tessa",,0,9/24/2015
1952,9780684195483,Books,Hardcover fict,Accordion Crimes,"Proulx, Annie.",,2,9/29/2015
16368,9781250054531,Books,Non-fiction,Accused,"Scottoline, Lisa",,3,12/20/2016
21068,9780679819318,Books,child adv. read,Ace,"King-Smith, Dick",,0,7/20/2018
568,045863035899,Books,Judd Dolle,Aces Past,"Shores, Christopher",,0,9/8/2015
16797,9780333907481,Books,Hardcover fict,Acid Row,"Walters, Minette",,2,1/25/2017
20215,9780590226516,Books,Young Adult,Across The Wide And Lonesome Prairie,"Gregory, Kristiana",,1,2/27/2018
5420,9780062190987,Books,Non-fiction,"Act Like A Lady, Think Like A Man Movie Tie-In Edition","Harvey, Steve",,0,10/23/2015
10096,9781416542261,Books,Fiction,Act of Treason,"Flynn, Vince",,4,11/24/2015
3164,9781856979009,Books,child 800,Action Rhymes,"Emerson, Sally , 1952-",,2,10/5/2015
15347,9780870404214,Books,Non-fiction,"Acupressure way of health, jin shin do","Teeguarden, Iona.",,1,10/21/2016
11351,,Books,Fiction,Adam Bede,,,5,11/23/2015
4702,9780140324648,Books,Young Adult,Adam Of The Road,"Gray, Elizabeth Janet",,1,9/28/2015
